" En muchos casos no presentan sintomas hasta el diagnostico de laboaratorio sino los sintomas más frecuentes son: La triada de las 3P que significa Poliuria (Constante necesidad de orinar) Polidipsia (tener mucha sed), Polifagía(tener mucha hambre) , pérdida inusual de peso ,Fatiga e irritabilidad extremas.Infecciones frecuentes, Visión Borrosa, Cortes o moretones que demoran en sanar, hormigueo en las manos o los pies, infecciones recurrentes de la piel, encias. ",¿Cuales son los Sintomas de la Diabetes?,Diabetes,Informacion General y Diabetes,Sintomas de la Diabetes
"Se debe realizar en ayunas ( ayunar significa No comer ni beber nada excepto agua  horas antes del examen.Se verificará su nivel de glucosa en sangre en ayunas antes de comenzar la prueba. Luego, beberá una bebida azucarada. Se verificarán sus niveles de glucosa en sangre 1 hora, 2 horas y, posiblemente, 3 horas después.",¿ Que es a Prueba de Tolerancia a la Glucosa?,Diabetes,Diagnostico de Diabetes,Test de Diagnosticos
"Se debe realizar en ayunas ( ayunar significa No comer ni beber nada excepto agua  horas antes del examen.Se verificará su nivel de glucosa en sangre en ayunas antes de comenzar la prueba. Luego, beberá una bebida azucarada. Se verificarán sus niveles de glucosa en sangre 1 hora, 2 horas y, posiblemente, 3 horas después.",¿ Que es a Prueba de Tolerancia a la Glucosa?,Diabetes,Diagnostico de Diabetes,Test de Diagnosticos
"Hay tres tipos principales de diabetes,Diabetes tipo 1 conocida antes como diabetes juvenil. Diabetes tipo 2 conocida antes como diabetes no-insulino dependiente o diabetes del adulto, representa aproximadamente el 90% de los casos de diabetes.La diabetes gestacional (DMG) consiste en altos niveles de glucosa en sangre durante el embarazo. Se desarrolla en uno de cada 25 mueheres embarazadas y está asociada con complicaciones para la madre y el bebé",¿Que Clasificación hay de Diabetes?,Diabetes,Informacion General y Diabetes,Clasificación de la Diabetes
"No, pero existen varios organismo investigando al respecto para ojala en un Futuro cercano poder entregar una solución de este tipo",,Diabetes,Informacion General y Diabetes,
"No,independientemente de lo que lo que pueda encontrar en Internet, la diabetes no tiene cura. En la diabetes tipo 1, las células pancreáticas productoras de insulina se destruyen. Y, una vez destruidas, no vuelven a fabricar insulina nunca más. Los pacientes diabetes tipo 2 pueden percibir mejoras en sus concentraciones de azúcar en sangre después de la pubertad o de introducir cambios en su estilo de vida, lo más probable es que siempre sean proclives a tener concentraciones elevadas de azúcar en sangre, sobre todo si llevan vidas físicamente inactivas o ganan demasiado peso.",,Diabetes,Informacion General y Diabetes,Cura de la Diabetes
"La diabetes tipo 1 se debe a que se han destruido las células pancreáticas productoras de insulina, algo que no está relacionado con el consumo de azúcar. Por otro lado La diabetes tipo 2 obedece a la incapacidad del organismo para responder a la insulina con normalidad. A pesar de que la tendencia a desarrollar diabetes tipo 2 es hereditaria en la mayoría de los casos, comer demasiado azúcar (o ingerir demasiados alimentos ricos en azúcar, como los dulces y los refrescos) puede aumentar el peso corporal, lo que puede incrementar el riesgo de desarrollar este tipo de diabetes",¿Comer demasiado azúcar causa diabetes?,Diabetes,Alimentacion y Diabetes,Comidas y Diabetes
"los niños con diabetes pueden ingerir cierta cantidad de alimentos dulces como parte de una dieta equilibrada, pero necesitan controlar la cantidad total de hidratos de carbono ingeridos, y esto incluye los dulces y los caramelos. Debido a que los caramelos no tienen un valor nutricional real y solo aportan calorías, se deben limitar, pero no necesariamente eliminarse por completo. Todos los niños (¡y todos los adultos!) deben evitar el consumo excesivo de alimentos de escaso valor nutricional y comer abundantes alimentos sanos.",,Diabetes,Informacion General y Diabetes,
"los niños no superan la diabetes con la edad. En la diabetes tipo 1, las células pancreáticas productoras de insulina se destruyen. Y, una vez destruidas, no vuelven a fabricar insulina nunca más. Los niños afectados por este tipo de diabetes siempre necesitarán recibir insulina (hasta que se encuentre una cura de la diabetes). Aunque los niños con diabetes tipo 2 pueden percibir mejoras en sus concentraciones de azúcar en sangre después de la pubertad o de introducir cambios en su estilo de vida, lo más probable es que siempre sean proclives a tener concentraciones elevadas de azúcar en sangre, sobre todo si llevan vidas físicamente inactivas o ganan demasiado peso.",,Diabetes,Informacion General y Diabetes,
"la diabetes no es contagiosa. No se la puede pegar otra persona.  la mayoría de las personas que desarrollan Diabetes Tipo 1,  este tipo de diabetes han heredado genes que los hacen más proclives a esta enfermedad.",,Diabetes,Informacion General y Diabetes,
"Toda la gente afectada por una diabetes tipo 1 debe inyectarse insulina porque su páncreas ha dejado de fabricarla. Algunas personas que padecen una diabetes tipo 2, pero no todas, deben recibir insulina, además pueden o no necesitan pastillas, para controlar sus glucemias.",,Diabetes,Informacion General y Diabetes,
"No, independientemente de lo que lo que pueda encontrar en Internet, la diabetes no tiene cura., inyectarse insulina ayuda a controlar la diabetes, pero no la cura. La insulina ayuda extraer la glucosa del torrente sanguíneo y a llevarla hacia el interior de las células, donde se utiliza en forma de energía. Y esto ayuda a controlar las concentraciones de azúcar en sangre, pero el hecho de inyectarse insulina no corrige la causa subyacente de la diabetes.",,Diabetes,Informacion General y Diabetes,Cura de la Diabetes
"los medicamentos para la diabetes tomados por vía oral (por boca) no son un tipo de insulina. La insulina es una proteína que, si la tragáramos, se descompondría por efecto de los ácidos y de las enzimas digestivas presentes en el estómago y el intestino. Hoy en día, solo hay una forma de administrar insulina: mediante inyecciones,se estan investigando otras formas pero aun no estan disponibles comercialmente. Algunas personas con diabetes tipo 2 toman pastillas o comprimidos que ayudan al organismo a fabricar más insulina o a utilizar la insulina con una mayor eficacia",,Diabetes,Informacion General y Diabetes,
"cuando un niño enferma, sobre todo si vomita y come poco, administrarle insulina puede no parecer lo más adecuado. De todos modos, es muy importante seguir administrándole insulina y es posible que la dosis de insulina se deba reajustar a lo largo de la enfermedad (usted lo deberá consultar con su pediatra), pero no puede dejar de inyectarle insulina.Hable con el equipo médico de diabetología de su hijo para asegurarse de que sabe qué debe hacer cuando su hijo enferme.",,Diabetes,Informacion General y Diabetes,
"¡Hacer ejercicio es importante para todos los niños, tengan o no tengan diabetes! El ejercicio tiene muchas ventajas para los niños con diabetes. Les ayuda a controlar el peso y les impide ganar demasiada grasa corporal. También les mejora la salud cardiovascular, les levanta el ánimo, les alivia el estrés y les ayuda a controlar las concentraciones de azúcar en sangre. Hable con el equipo médico que lleva la diabetes de su hijo sobre recomendaciones para hacer ejercicio y para controlar la concentración de azúcar en sangre.",,Diabetes,Diabetes y deporte,
"¡Hacer ejercicio es importante para todos, tengan o no tengan diabetes! El ejercicio tiene muchas ventajas para pacientes con diabetes. Les ayuda a controlar el peso y les impide ganar demasiada grasa corporal. También les mejora la salud cardiovascular, les levanta el ánimo, les alivia el estrés y les ayuda a controlar las concentraciones de azúcar en sangre. Hable con el equipo médico que lleva su diabetes sobre recomendaciones para hacer ejercicio y para controlar la concentración de azúcar en sangre.",,Diabetes,Diabetes y deporte,
los hidratos de carbono son la principal fuente de energía del organismo y los alimentos que los contienen deben proporcionar entre el 50 y el 60 % de las calorías que ingiere una persona cada día. Las dietas bajas en hidratos de carbono tienden a estar sobrecargadas de grasas y de proteínas. Seguir una dieta rica en grasas y proteínas durante un período de tiempo largo puede incrementar el riesgo de desarrollar enfermedades de corazón y de riñón en la etapa adulta (enfermedades a las que son especialmente proclives las personas con diabetes). Las personas con diabetes deben seguir una dieta sana y equilibrada. Generalmente esto suele implicar seguir un plan de alimentación que les ayude a equilibrar la ingesta de hidratos de carbono con la medicación y el ejercicio físico para lograr un buen control de la diabetes.,Regimen de Diabetes,Diabetes,Alimentacion y Diabetes,Comidas y Diabetes
"No, Hay tres tipos principales de diabetes,Diabetes tipo 1 conocida antes como diabetes juvenil. Diabetes tipo 2 conocida antes como diabetes no-insulino dependiente o diabetes del adulto, representa aproximadamente el 90% de los casos de diabetes.La diabetes gestacional (DMG) consiste en altos niveles de glucosa en sangre durante el embarazo. Se desarrolla en uno de cada 25 mueheres embarazadas y está asociada con complicaciones para la madre y el bebé.",,Diabetes,Informacion General y Diabetes,Clasificación de la Diabetes
"No,independientemente de lo que lo que pueda encontrar en Internet, la diabetes no tiene cura. En la diabetes tipo 1, las células pancreáticas productoras de insulina se destruyen. Y, una vez destruidas, no vuelven a fabricar insulina nunca más. Los pacientes diabetes tipo 2 pueden percibir mejoras en sus concentraciones de azúcar en sangre después de la pubertad o de introducir cambios en su estilo de vida, lo más probable es que siempre sean proclives a tener concentraciones elevadas de azúcar en sangre, sobre todo si llevan vidas físicamente inactivas o ganan demasiado peso.",,Diabetes,Informacion General y Diabetes,Cura de la Diabetes
"No,independientemente de lo que lo que pueda encontrar en Internet, la diabetes no es reversible pero si controlable. En la diabetes tipo 1, las células pancreáticas productoras de insulina se destruyen. Y, una vez destruidas, no vuelven a fabricar insulina nunca más. Los pacientes diabetes tipo 2 pueden percibir mejoras en sus concentraciones de azúcar en sangre después de la pubertad o de introducir cambios en su estilo de vida, lo más probable es que siempre sean proclives a tener concentraciones elevadas de azúcar en sangre, sobre todo si llevan vidas físicamente inactivas o ganan demasiado peso.",,Diabetes,Informacion General y Diabetes,Cura de la Diabetes
"No, la diabetes y el hiperinsulinismo son 2 cosas diferentes, Se llama hiperinsulinismo a la condición de una persona que tiene niveles muy altos de insulina en la sangre,y la diabetes son niveles elevados de azugar en la sangre ( hiperglicemia).",,Diabetes,Informacion General y Diabetes,g
"Diabetes Tipo 1 todavía se están investigando. Sin embargo, tener un familiar con diabetes tipo 1 aumenta ligeramente el riesgo de desarrollar la enfermedad. Los factores medioambientales y la exposición a ciertas infecciones virales . Diabetes tipo 2 El sobrepeso, los antecedentes familiares, raza y edad.sedentarismo , tabaco, dieta poco sana, edad avanzada. Presión arterial alta, Tolerancia anormal a la Glucosa, antecedentes de diabetes gestacional",Factores de riesgo de la Diabetes,Diabetes,Prevención y Diabetes,Factores que predisponen y Diabetes
"Diabetes Tipo 1 todavía se están investigando. Sin embargo, tener un familiar con diabetes tipo 1 aumenta ligeramente el riesgo de desarrollar la enfermedad. Los factores medioambientales y la exposición a ciertas infecciones virales . Diabetes tipo 2 El sobrepeso, los antecedentes familiares, raza y edad.sedentarismo , tabaco, dieta poco sana, edad avanzada. Presión arterial alta, Tolerancia anormal a la Glucosa, antecedentes de diabetes gestacional",Factores de riesgo de la Diabetes,Diabetes,Prevención y Diabetes,Factores que predisponen y Diabetes
"La diabetes puede dañarle los ojos. Puede causarle daño a los pequeños vasos sanguíneos de la retina, que es la parte posterior del ojo. Esta afección se denomina retinopatía diabética. La diabetes también aumenta el riesgo de padecer glaucoma, cataratas y otros problemas oculares.Usted debe visitar a un oftalmólogo todos los años para hacerse un examen ocular y evitar estas complicaciones.",,Diabetes,Prevención y Diabetes,P
"A diferencia de algunos rasgos hereditarios, al parecer no se hereda la diabetes en un patrón simple. Sin embargo, está claro que algunas personas son más propensas a tener diabetes que otras. En general, si es un hombre con diabetes tipo 1, las probabilidades de que su hijo tenga diabetes son 1 de 17.Si es una mujer con diabetes tipo 1 y dio a luz antes de los 25 años, el riesgo de su hijo es 1 de 25; si lo tuvo después de los 25, el riesgo de su hijo es 1 de 100.El riesgo de su hijo aumenta al doble si a usted le dio diabetes antes de los 11 años. Si tanto usted como su pareja tienen diabetes de tipo 1, el riesgo es entre 1 de 10 y 1 de 4",,Diabetes,Informacion General y Diabetes,Factores Hereditarios y Diabetes
"La diabetes tipo 1 no se puede prevenir. Incluso, los médicos no pueden determinar quién padecerá esta enfermedad y quién no.La diabetes tipo 2 es distinta. A veces, es posible prevenir la diabetes tipo 2.Una de las maneras de prevenir la diabetes tipo 2 es tener un peso normal y saludable. Los siguientes factores predisponen a tener mayor riesgo de Diabetes como: Antecedentes familiares de diabetes,Sobrepeso,Dieta poco sana,Inactividad física,Edad avanzada,Presión arterial alta,Origen étnico,Tolerancia anormal a la glucosa (TAG)*,Antecedentes de diabetes gestacional,Mala nutrición durante el embarazo por lo que si tiene uno de estos es bueno consultar a un medico para evlaur como manejarlo.",,Diabetes,Prevención y Diabetes,
"Hasta hace poco, la diabetes más común en niños y adolescentes era la tipo 1 conocida también como diabetes juvenil.Pero hoy en día, más personas jóvenes tienen diabetes tipo 2 los sintomas pueden ser Constante necesidad de orinar Sed inusual Hambre extrema Pérdida inusual de peso Fatiga e irritabilidad extremas,Infecciones frecuentes Visión borrosa Cortes/moretones que tardan en sanar Hormigueo o entumecimiento en las manos o los pies Infecciones recurrentes de la piel, encías o vejiga.",,Diabetes,Informacion General y Diabetes,
"Hay tres tipos principales de diabetes,Diabetes tipo 1 conocida antes como diabetes juvenil. Diabetes tipo 2 conocida antes como diabetes no-insulino dependiente o diabetes del adulto, representa aproximadamente el 90% de los casos de diabetes.La diabetes gestacional (DMG) consiste en altos niveles de glucosa en sangre durante el embarazo. Se desarrolla en uno de cada 25 mujeres embarazadas y está asociada con complicaciones para la madre y el bebé",,Diabetes,Informacion General y Diabetes,Clasificación de la Diabetes
"la diabetes no es contagiosa. No se la puede pegar otra persona.  la mayoría de las personas que desarrollan Diabetes Tipo 1,  este tipo de diabetes han heredado genes que los hacen más proclives a esta enfermedad.",,Diabetes,Informacion General y Diabetes,g
El objetivo del autocontrol es promover la responsabilidad y la autonomía del diabético en el control de su enfermedad.,¿Para que me sirve el autocontrol en diabetes?,Diabetes,Prevención y Diabetes,Autocontrol y Diabetes
"Si usted ya tiene diabetes tipo 1 o tipo 2 y piensa en tener un bebé, consulte a su médico antes de quedar embarazada. La diabetes no tratada o mal controlada puede provocar problemas graves para su bebé. Si tiene diabetes y ya está embarazada, ¡no entre en pánico! Simplemente asegúrese de estar haciendo todo lo posible para cuidar su salud y su diabetes durante su embarazo. Con Dieta recomendada por su especialista , actividad Fisica y consulte a su médico que hacer con los farmacos que esta tomando.",¿Si ya tengo Diabetes me puedo quedar embarazada o ya estoy embarazada?,Diabetes,Diabetes Gestacional,Definiciones de D.G
"Debido a que el Splenda y otros edulcorantes o productos que contienen sucralosa no son reconocidos por el cuerpo como un hidrato de carbono, no tiene impacto en la respuesta de la insulina en el cuerpo o en los niveles de azúcar en la sangre eso si Los edulcorantes de sucralosa, como el Splenda, son reconocidos como seguros por la U.S. Food and Drug Administration. A pesar de que la FDA aprueba la seguridad del Splenda, sigue siendo un producto relativamente nuevo, y sólo el tiempo revelará si hay problemas de seguridad graves asociados con el edulcorante. Pero si no estás seguro si utilizar Splenda para sustituir el azúcar común es lo adecuado para ti, habla de tus preocupaciones con tu educador de diabetes, nutricionista o con tu médico",,Diabetes,Alimentacion y Diabetes,Productos Dieteticos y Diabetes
"Sí. En el curso de una comida o después del primer plato, pequeñas cantidades y varias veces en el curso de la ingesta, no de una vez, eso si beber alcohol puede llevar a serias reacciones de azúcar baja en sangre, especialmente si toma insulina o tipos de píldoras para la diabetes que estimulan la liberación de insulina desde el páncreas. El alcohol también puede afectar otras condiciones médicas que pueda tener, como el daño a los nervios por diabetes, la enfermedad ocular diabética, y triglicéridos altos en sangre. Obtenga pautas para el uso del alcohol de parte del profesional médico.n caso de diabetes, merece un comentario especial la asociación del alcohol con las hipoglucemias, ya que el alcohol inhibe la neoglucogénesis hepática (capacidad del hígado de formar glucosa en caso de ser necesario). Por otra parte, los efectos del alcohol se pueden confundir con los de una hipoglucemia, ocasionando un estado confusional",,Diabetes,Alimentacion y Diabetes,Licor y Diabetes
"Mentira, si la diabetes no se controla causa más muertes al año que el cáncer de seno y el SIDA juntos. Dos de 3 personas con diabetes mueren por una enfermedad cardiaca o derrame cerebral.",,Diabetes,Informacion General y Diabetes,g
"Diabetes Tipo 1 todavía se están investigando. Sin embargo, tener un familiar con diabetes tipo 1 aumenta ligeramente el riesgo de desarrollar la enfermedad. Los factores medioambientales y la exposición a ciertas infecciones virales . Diabetes tipo 2 El sobrepeso, los antecedentes familiares, raza y edad.sedentarismo , tabaco, dieta poco sana, edad avanzada. Presión arterial alta, Tolerancia anormal a la Glucosa, antecedentes de diabetes gestacional",Factores de riesgo de la Diabetes,Diabetes,Prevención y Diabetes,Factores que predisponen y Diabetes
"Un plan saludable de alimentación para personas con diabetes generalmente es igual al plan de comidas saludables de cualquier persona: bajo en grasa (especialmente grasas saturadas y trans), consumo moderado de sal y azúcar, alimentos con granos integrales, vegetales y fruta. La comida para diabéticos y “dietética” en general no ofrece ningún beneficio especial. La mayoría eleva igual el nivel de glucosa en la sangre, usualmente es más cara y puede tener un efecto laxante si tienen alcoholes de azúcar.",Clasificación de Alimentos y Diabetes,Diabetes,Alimentacion y Diabetes,Comidas y Diabetes
los hidratos de carbono son la principal fuente de energía del organismo y los alimentos que los contienen deben proporcionar entre el 50 y el 60 % de las calorías que ingiere una persona cada día. Las dietas bajas en hidratos de carbono tienden a estar sobrecargadas de grasas y de proteínas. Seguir una dieta rica en grasas y proteínas durante un período de tiempo largo puede incrementar el riesgo de desarrollar enfermedades de corazón y de riñón en la etapa adulta (enfermedades a las que son especialmente proclives las personas con diabetes). Las personas con diabetes deben seguir una dieta sana y equilibrada. Generalmente esto suele implicar seguir un plan de alimentación que les ayude a equilibrar la ingesta de hidratos de carbono con la medicación y el ejercicio físico para lograr un buen control de la diabetes.,Regimen de Diabetes,Diabetes,Alimentacion y Diabetes,Comidas y Diabetes
"Las personas con diabetes no son más propensas a enfermarse o resfriarse que los demás. Sin embargo, se recomienda que las personas con diabetes se pongan la vacuna contra la gripe. Esto se debe a que cualquier enfermedad puede dificultar el control de la diabetes, y las personas con diabetes que se resfrían tienen una mayor probabilidad que los demás de tener complicaciones serias.",,Diabetes,Informacion General y Diabetes,g
"La fruta es un alimento saludable. Contiene fibra y muchas vitaminas y minerales. Pero las frutas contienen carbohidratos que se deben contar dentro del plan de comidas. Consulte con su nutricionista sobre la cantidad, frecuencia y tipos de frutas que debe comer.","La fruta es un alimento saludable. Por lo tanto, está bien comer todo lo que se le antoje.",Diabetes,Alimentacion y Diabetes,Comidas y Diabetes
"La respuesta no es tan simple. La causa de la diabetes de tipo 1 son factores genéticos y desconocidos que desencadenan el inicio de la enfermedad; la causa de la diabetes de tipo 2 son factores genéticos y de estilo de vida.El sobrepeso aumenta el riesgo de tener diabetes tipo 2, y una dieta rica en calorías de cualquier tipo produce un aumento de peso. Los estudios demuestran que tomar bebidas azucaradas está asociado con diabetes tipo 2.La Asociación Americana de la Diabetes recomienda que las personas limiten su consumo de bebidas azucaradas para ayudar a prevenir la diabetes.",Comer demasiados dulces causa diabetes.,Diabetes,Alimentacion y Diabetes,Comidas y Diabetes
"Jeringa de 30 unidades con escala de 1/2 en 1/2 unidad.,Jeringa de 50 unidades con escala de 1 en 1 unidad.,Jeringa de 100 unidades con escala de 2 en 2 unidades. Si su dosis es de 1 a 50 unidades use una jeringa con capacidad de 0,5 ml de 51 unidades a 100 unidades use una jeringa con capacidad de 1 ml. Si la dosis más grande está muy cerca de la dosis máxima de la jeringa, quizá desee comprar el siguiente tamaño de jeringa por si necesita incrementar o ajustar su dosis de insulina. Por ejemplo si su dosis es de 49 unidades y compra la jeringa de 0.5 ml, no podrá utilizarla si su médico le hace un ajuste a 51 unidades.",,Diabetes,FARMACOS,Insulina
"La resistencia a la insulina o sindrome metabolico Se refiere a una inadecuada captación de la glucosa dependiente de insulina por parte de los tejidos, en especial del hígado, músculo y tejido adiposo. Con el tiempo, como resultado de esta alteración los niveles de glucosa en sangre aumentan (Hiperglucemia) y se acompañan de hiperinsulinemia por la sobreproducción pancreática de insulina, llevando al organismo al desarrollo de Diabetes mellitus tipo 2, y su diagnóstico puede efectuarse con mediciones de insulinemia y glicemia en ayuno o con la prueba de tolerancia oral a la glucosa con curva de insulinemia, evaluaciones de resistencia insulinica basada en ayuno.",,Diabetes,Informacion General y Diabetes,g
"Se utiiliza en pacientes que con  la dieta, el ejercicio y otros medicamentos no pueden controlar el azúcar en sangre, o si no puede usar los medicamentos,  para ellos será necesario tomar insulina. Esto se conoce como terapia de insulina, que le será recetada por el profesional médico.",,Diabetes,FARMACOS,Insulina
"Ocurre lo mismo que en  paciente con diabetes, disminuye los niveles de azucar en la sangre, lo que ocurre que como una persona normal no se encuentra con un estado de exceso de azucar en la sangre, podra experimentar los efectos de la hipoglicemia de manera acelerada dependiendo de la dosis administrada, Fatiga o cansancio,Irritabilidad,Mucha hambre,Ansiedad,Confusión,Sudoración fría,Temblores en las manos, Cuando la glucosa (azúcar) en tu sangre baja a niveles exagerados, es peligroso porque puedes sufrir convulsiones y perder la conciencia (desmayarte). e incluso llegar al coma.",,Diabetes,FARMACOS,Insulina
"La resistencia a la insulina o sindrome metabolico Se refiere a una inadecuada captación de la glucosa dependiente de insulina por parte de los tejidos, en especial del hígado, músculo y tejido adiposo. Con el tiempo, como resultado de esta alteración los niveles de glucosa en sangre aumentan (Hiperglucemia) y se acompañan de hiperinsulinemia por la sobreproducción pancreática de insulina, llevando al organismo al desarrollo de Diabetes mellitus tipo 2, y su diagnóstico puede efectuarse con mediciones de insulinemia y glicemia en ayuno o con la prueba de tolerancia oral a la glucosa con curva de insulinemia, evaluaciones de resistencia insulinica basada en ayuno.",,Diabetes,FARMACOS,
"Bajar de Peso,Ejercicio físico Regular para mantener un peso corporal sano,Comiendo una dieta sana, y si eso no fuera necesario se pueden utilizar farmacos que ayuden a disminuir la resistencia.",,Diabetes,FARMACOS,Insulina
"Si ya que los niveles alto de insulina persistente llevan a la hiperglicemia que puede terminar en una hiperglicemia lo que puede desencadenar en una diabetes. la diabetes es uno de los principales factores de riesgo de dificultades sexualesen los varones. Éstas suelen manifestarseen forma de disfunción eréctil, en la cual los hombres experimentan una incapacidad persistente de conseguir o mantener una erección suficiente para desarrollar la actividad sexual de manera satisfactoria",,Diabetes,Disfuncion Sexual,
"Si ya que los niveles alto de insulina persistente llevan a la hiperglicemia que puede terminar en una hiperglicemia lo que puede desencadenar en una diabetes. la diabetes es uno de los principales factores de riesgo de dificultades sexualesen los varones. Éstas suelen manifestarseen forma de disfunción eréctil, en la cual los hombres experimentan una incapacidad persistente de conseguir o mantener una erección suficiente para desarrollar la actividad sexual de manera satisfactoria",,Diabetes,Disfuncion Sexual,
"A diferencia de algunos rasgos hereditarios, al parecer no se hereda la diabetes en un patrón simple. Sin embargo, está claro que algunas personas son más propensas a tener diabetes que otras. En general, si es un hombre con diabetes tipo 1, las probabilidades de que su hijo tenga diabetes son 1 de 17.Si es una mujer con diabetes tipo 1 y dio a luz antes de los 25 años, el riesgo de su hijo es 1 de 25; si lo tuvo después de los 25, el riesgo de su hijo es 1 de 100.El riesgo de su hijo aumenta al doble si a usted le dio diabetes antes de los 11 años. Si tanto usted como su pareja tienen diabetes de tipo 1, el riesgo es entre 1 de 10 y 1 de 4. ",,Diabetes,Informacion General y Diabetes,Factores Hereditarios y Diabetes
